title,metaphoneA,metaphoneB,ngramsA,ngramsB
india press agency,ANTPRSJNS,ANTPRSKNS,"[('A', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'S'), ('R', 'S', 'J'), ('S', 'J', 'N'), ('J', 'N', 'S')]","[('A', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'S'), ('R', 'S', 'K'), ('S', 'K', 'N'), ('K', 'N', 'S')]"
first india,FRSTNT,,"[('F', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'N'), ('T', 'N', 'T')]",[]
india a to z,ANTTS,,"[('A', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'S')]",[]
news from india,NSFRMNT,,"[('N', 'S', 'F'), ('S', 'F', 'R'), ('F', 'R', 'M'), ('R', 'M', 'N'), ('M', 'N', 'T')]",[]
insindia (indinon news service india),ANSNTNTNNNSSRFSNT,,"[('A', 'N', 'S'), ('N', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'N'), ('N', 'N', 'N'), ('N', 'N', 'S'), ('N', 'S', 'S'), ('S', 'S', 'R'), ('S', 'R', 'F'), ('R', 'F', 'S'), ('F', 'S', 'N'), ('S', 'N', 'T')]",[]
patra india,PTRNT,,"[('P', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'T')]",[]
india kesari,ANTKSR,,"[('A', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'S'), ('K', 'S', 'R')]",[]
rahbar-e-india,RPRRNT,,"[('R', 'P', 'R'), ('P', 'R', 'R'), ('R', 'R', 'N'), ('R', 'N', 'T')]",[]
awaz india,ASNT,ATSNT,"[('A', 'S', 'N'), ('S', 'N', 'T')]","[('A', 'T', 'S'), ('T', 'S', 'N'), ('S', 'N', 'T')]"
india roz,ANTRS,,"[('A', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'S')]",[]
evoke india,AFKNT,,"[('A', 'F', 'K'), ('F', 'K', 'N'), ('K', 'N', 'T')]",[]
better india,PTRNT,,"[('P', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'T')]",[]
dq channels india,TKXNLSNT,TKKNLSNT,"[('T', 'K', 'X'), ('K', 'X', 'N'), ('X', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'T')]","[('T', 'K', 'K'), ('K', 'K', 'N'), ('K', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'T')]"
sharp india news,XRPNTNS,,"[('X', 'R', 'P'), ('R', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'S')]",[]
earth india,AR0NT,ARTNT,"[('A', 'R', '0'), ('R', '0', 'N'), ('0', 'N', 'T')]","[('A', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'T')]"
live india samruddha jeevan,LFNTSMRTJFN,,"[('L', 'F', 'N'), ('F', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'M'), ('S', 'M', 'R'), ('M', 'R', 'T'), ('R', 'T', 'J'), ('T', 'J', 'F'), ('J', 'F', 'N')]",[]
new india samachar,NNTSMKR,,"[('N', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'M'), ('S', 'M', 'K'), ('M', 'K', 'R')]",[]
peaceful india,PSFLNT,,"[('P', 'S', 'F'), ('S', 'F', 'L'), ('F', 'L', 'N'), ('L', 'N', 'T')]",[]
petro-india,PTRNT,,"[('P', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'T')]",[]
senior india,SNRNT,,"[('S', 'N', 'R'), ('N', 'R', 'N'), ('R', 'N', 'T')]",[]
consumer india,KNSMRNT,,"[('K', 'N', 'S'), ('N', 'S', 'M'), ('S', 'M', 'R'), ('M', 'R', 'N'), ('R', 'N', 'T')]",[]
p c magazine india,PKMKSNNT,,"[('P', 'K', 'M'), ('K', 'M', 'K'), ('M', 'K', 'S'), ('K', 'S', 'N'), ('S', 'N', 'N'), ('N', 'N', 'T')]",[]
ngo india,NKNT,,"[('N', 'K', 'N'), ('K', 'N', 'T')]",[]
all india junior engineers federation,ALNTJNRNJNRSFTRXN,ALNTJNRNKNRSFTRXN,"[('A', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'J'), ('T', 'J', 'N'), ('J', 'N', 'R'), ('N', 'R', 'N'), ('R', 'N', 'J'), ('N', 'J', 'N'), ('J', 'N', 'R'), ('N', 'R', 'S'), ('R', 'S', 'F'), ('S', 'F', 'T'), ('F', 'T', 'R'), ('T', 'R', 'X'), ('R', 'X', 'N')]","[('A', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'J'), ('T', 'J', 'N'), ('J', 'N', 'R'), ('N', 'R', 'N'), ('R', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'R'), ('N', 'R', 'S'), ('R', 'S', 'F'), ('S', 'F', 'T'), ('F', 'T', 'R'), ('T', 'R', 'X'), ('R', 'X', 'N')]"
indian information,ANTNNFRMXN,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'N'), ('N', 'N', 'F'), ('N', 'F', 'R'), ('F', 'R', 'M'), ('R', 'M', 'X'), ('M', 'X', 'N')]",[]
indian observer,ANTNPSRFR,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'P'), ('N', 'P', 'S'), ('P', 'S', 'R'), ('S', 'R', 'F'), ('R', 'F', 'R')]",[]
indian expression,ANTNKSPRSN,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'S'), ('K', 'S', 'P'), ('S', 'P', 'R'), ('P', 'R', 'S'), ('R', 'S', 'N')]",[]
indian electronic world,ANTNLKTRNKRLT,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'L'), ('N', 'L', 'K'), ('L', 'K', 'T'), ('K', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'K'), ('N', 'K', 'R'), ('K', 'R', 'L'), ('R', 'L', 'T')]",[]
namaste india,NMSTNT,,"[('N', 'M', 'S'), ('M', 'S', 'T'), ('S', 'T', 'N'), ('T', 'N', 'T')]",[]
india today (international edition),ANTTTNTRNXNLTXNN,,"[('A', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'T'), ('T', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'X'), ('N', 'X', 'N'), ('X', 'N', 'L'), ('N', 'L', 'T'), ('L', 'T', 'X'), ('T', 'X', 'N'), ('X', 'N', 'N')]",[]
indian appointment news,ANTNPNTMNTNS,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'P'), ('N', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'N'), ('M', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'S')]",[]
edit india,ATTNT,,"[('A', 'T', 'T'), ('T', 'T', 'N'), ('T', 'N', 'T')]",[]
news of great india,NSFKRTNT,,"[('N', 'S', 'F'), ('S', 'F', 'K'), ('F', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'T')]",[]
karam yug india,KRMKNT,,"[('K', 'R', 'M'), ('R', 'M', 'K'), ('M', 'K', 'N'), ('K', 'N', 'T')]",[]
indian book chronicle,ANTNPKXRNKL,ANTNPKKRNKL,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'P'), ('N', 'P', 'K'), ('P', 'K', 'X'), ('K', 'X', 'R'), ('X', 'R', 'N'), ('R', 'N', 'K'), ('N', 'K', 'L')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'P'), ('N', 'P', 'K'), ('P', 'K', 'K'), ('K', 'K', 'R'), ('K', 'R', 'N'), ('R', 'N', 'K'), ('N', 'K', 'L')]"
indian revenue,ANTNRFN,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'R'), ('N', 'R', 'F'), ('R', 'F', 'N')]",[]
bulletin all india sales tax abolition committee,PLTNLNTSLSTKSPLXNKMT,,"[('P', 'L', 'T'), ('L', 'T', 'N'), ('T', 'N', 'L'), ('N', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'L'), ('S', 'L', 'S'), ('L', 'S', 'T'), ('S', 'T', 'K'), ('T', 'K', 'S'), ('K', 'S', 'P'), ('S', 'P', 'L'), ('P', 'L', 'X'), ('L', 'X', 'N'), ('X', 'N', 'K'), ('N', 'K', 'M'), ('K', 'M', 'T')]",[]
momin india,MMNNT,,"[('M', 'M', 'N'), ('M', 'N', 'N'), ('N', 'N', 'T')]",[]
guardain weekly of india,KRTNKLFNT,,"[('K', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'F'), ('L', 'F', 'N'), ('F', 'N', 'T')]",[]
london calling india london ki awaz,LNTNKLNKNTLNTNKS,LNTNKLNKNTLNTNKTS,"[('L', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'N'), ('L', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'S')]","[('L', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'N'), ('L', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'T'), ('K', 'T', 'S')]"
india watching,ANTXNK,,"[('A', 'N', 'T'), ('N', 'T', 'X'), ('T', 'X', 'N'), ('X', 'N', 'K')]",[]
liver india,LFRNT,,"[('L', 'F', 'R'), ('F', 'R', 'N'), ('R', 'N', 'T')]",[]
aadhunik india,ATNKNT,,"[('A', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'T')]",[]
the indian worker,0NTNRKR,TNTNRKR,"[('0', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'R'), ('N', 'R', 'K'), ('R', 'K', 'R')]","[('T', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'R'), ('N', 'R', 'K'), ('R', 'K', 'R')]"
nit india,NTNT,,"[('N', 'T', 'N'), ('T', 'N', 'T')]",[]
employment student of india,AMPLMNTSTTNTFNT,,"[('A', 'M', 'P'), ('M', 'P', 'L'), ('P', 'L', 'M'), ('L', 'M', 'N'), ('M', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'F'), ('T', 'F', 'N'), ('F', 'N', 'T')]",[]
untouchabla india,ANTXPLNT,ANTKPLNT,"[('A', 'N', 'T'), ('N', 'T', 'X'), ('T', 'X', 'P'), ('X', 'P', 'L'), ('P', 'L', 'N'), ('L', 'N', 'T')]","[('A', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'P'), ('K', 'P', 'L'), ('P', 'L', 'N'), ('L', 'N', 'T')]"
free lance journalist association of india,FRLNSJRNLSTSSXNFNT,FRLNSJRNLSTSXXNFNT,"[('F', 'R', 'L'), ('R', 'L', 'N'), ('L', 'N', 'S'), ('N', 'S', 'J'), ('S', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'T'), ('S', 'T', 'S'), ('T', 'S', 'S'), ('S', 'S', 'X'), ('S', 'X', 'N'), ('X', 'N', 'F'), ('N', 'F', 'N'), ('F', 'N', 'T')]","[('F', 'R', 'L'), ('R', 'L', 'N'), ('L', 'N', 'S'), ('N', 'S', 'J'), ('S', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'T'), ('S', 'T', 'S'), ('T', 'S', 'X'), ('S', 'X', 'X'), ('X', 'X', 'N'), ('X', 'N', 'F'), ('N', 'F', 'N'), ('F', 'N', 'T')]"
india abroad today,ANTPRTTT,,"[('A', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'T')]",[]
indian economic intelligence,ANTNKNMKNTLJNS,ANTNKNMKNTLKNS,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'M'), ('N', 'M', 'K'), ('M', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'J'), ('L', 'J', 'N'), ('J', 'N', 'S')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'M'), ('N', 'M', 'K'), ('M', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'K'), ('L', 'K', 'N'), ('K', 'N', 'S')]"
the sunday indian,0SNTNTN,TSNTNTN,"[('0', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'N')]","[('T', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'N')]"
soch india ek kranti,SXNTKKRNT,SKNTKKRNT,"[('S', 'X', 'N'), ('X', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'K'), ('K', 'K', 'R'), ('K', 'R', 'N'), ('R', 'N', 'T')]","[('S', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'K'), ('K', 'K', 'R'), ('K', 'R', 'N'), ('R', 'N', 'T')]"
south indian matrimonial past,S0NTNMTRMNLPST,STNTNMTRMNLPST,"[('S', '0', 'N'), ('0', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'M'), ('N', 'M', 'T'), ('M', 'T', 'R'), ('T', 'R', 'M'), ('R', 'M', 'N'), ('M', 'N', 'L'), ('N', 'L', 'P'), ('L', 'P', 'S'), ('P', 'S', 'T')]","[('S', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'M'), ('N', 'M', 'T'), ('M', 'T', 'R'), ('T', 'R', 'M'), ('R', 'M', 'N'), ('M', 'N', 'L'), ('N', 'L', 'P'), ('L', 'P', 'S'), ('P', 'S', 'T')]"
news make in india,NSMKNNT,,"[('N', 'S', 'M'), ('S', 'M', 'K'), ('M', 'K', 'N'), ('K', 'N', 'N'), ('N', 'N', 'T')]",[]
organisation of publiic india,ARKNSXNFPPLKNT,,"[('A', 'R', 'K'), ('R', 'K', 'N'), ('K', 'N', 'S'), ('N', 'S', 'X'), ('S', 'X', 'N'), ('X', 'N', 'F'), ('N', 'F', 'P'), ('F', 'P', 'P'), ('P', 'P', 'L'), ('P', 'L', 'K'), ('L', 'K', 'N'), ('K', 'N', 'T')]",[]
india next,ANTNKST,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'S'), ('K', 'S', 'T')]",[]
indian territory mirror,ANTNTRTRMRR,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'R'), ('T', 'R', 'M'), ('R', 'M', 'R'), ('M', 'R', 'R')]",[]
legend india,LJNTNT,LKNTNT,"[('L', 'J', 'N'), ('J', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T')]","[('L', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T')]"
journal of society for policy studies india review & analysis,JRNLFSSTFRPLSSTTSNTRFNLSS,ARNLFSXTFRPLSSTTSNTRFNLSS,"[('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'S'), ('F', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'P'), ('R', 'P', 'L'), ('P', 'L', 'S'), ('L', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'S'), ('T', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'F'), ('R', 'F', 'N'), ('F', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'S')]","[('A', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'S'), ('F', 'S', 'X'), ('S', 'X', 'T'), ('X', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'P'), ('R', 'P', 'L'), ('P', 'L', 'S'), ('L', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'S'), ('T', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'F'), ('R', 'F', 'N'), ('F', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'S')]"
india editorials on file,ANTTTRLSNFL,,"[('A', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'T'), ('T', 'T', 'R'), ('T', 'R', 'L'), ('R', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'F'), ('N', 'F', 'L')]",[]
indian and foreign review,ANTNNTFRKNRF,ANTNNTFRKNRFF,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'N'), ('N', 'N', 'T'), ('N', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'K'), ('R', 'K', 'N'), ('K', 'N', 'R'), ('N', 'R', 'F')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'N'), ('N', 'N', 'T'), ('N', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'K'), ('R', 'K', 'N'), ('K', 'N', 'R'), ('N', 'R', 'F'), ('R', 'F', 'F')]"
india fire,ANTFR,,"[('A', 'N', 'T'), ('N', 'T', 'F'), ('T', 'F', 'R')]",[]
active india,AKTFNT,,"[('A', 'K', 'T'), ('K', 'T', 'F'), ('T', 'F', 'N'), ('F', 'N', 'T')]",[]
the india power and infrastructure reporter,0NTPRNTNFRSTRKTRRPRTR,TNTPRNTNFRSTRKTRRPRTR,"[('0', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'F'), ('N', 'F', 'R'), ('F', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'T'), ('K', 'T', 'R'), ('T', 'R', 'R'), ('R', 'R', 'P'), ('R', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'R')]","[('T', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'F'), ('N', 'F', 'R'), ('F', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'T'), ('K', 'T', 'R'), ('T', 'R', 'R'), ('R', 'R', 'P'), ('R', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'R')]"
indian computrade news,ANTNKMPTRTNS,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'M'), ('K', 'M', 'P'), ('M', 'P', 'T'), ('P', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'S')]",[]
indian prosperity,ANTNPRSPRT,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'P'), ('N', 'P', 'R'), ('P', 'R', 'S'), ('R', 'S', 'P'), ('S', 'P', 'R'), ('P', 'R', 'T')]",[]
wah india,ANT,FNT,"[('A', 'N', 'T')]","[('F', 'N', 'T')]"
jain news of india,JNNSFNT,ANNSFNT,"[('J', 'N', 'N'), ('N', 'N', 'S'), ('N', 'S', 'F'), ('S', 'F', 'N'), ('F', 'N', 'T')]","[('A', 'N', 'N'), ('N', 'N', 'S'), ('N', 'S', 'F'), ('S', 'F', 'N'), ('F', 'N', 'T')]"
the indian journalist,0NTNJRNLST,TNTNJRNLST,"[('0', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'T')]","[('T', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'S'), ('L', 'S', 'T')]"
indian computer sources,ANTNKMPTRSRSS,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'M'), ('K', 'M', 'P'), ('M', 'P', 'T'), ('P', 'T', 'R'), ('T', 'R', 'S'), ('R', 'S', 'R'), ('S', 'R', 'S'), ('R', 'S', 'S')]",[]
public india,PPLKNT,,"[('P', 'P', 'L'), ('P', 'L', 'K'), ('L', 'K', 'N'), ('K', 'N', 'T')]",[]
all india co-operative news service,ALNTKPRTFNSSRFS,,"[('A', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'P'), ('K', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'F'), ('T', 'F', 'N'), ('F', 'N', 'S'), ('N', 'S', 'S'), ('S', 'S', 'R'), ('S', 'R', 'F'), ('R', 'F', 'S')]",[]
india gaps today,ANTKPSTT,,"[('A', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'P'), ('K', 'P', 'S'), ('P', 'S', 'T'), ('S', 'T', 'T')]",[]
pratiyogita india,PRTJTNT,PRTKTNT,"[('P', 'R', 'T'), ('R', 'T', 'J'), ('T', 'J', 'T'), ('J', 'T', 'N'), ('T', 'N', 'T')]","[('P', 'R', 'T'), ('R', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'N'), ('T', 'N', 'T')]"
secular india,SKLRNT,,"[('S', 'K', 'L'), ('K', 'L', 'R'), ('L', 'R', 'N'), ('R', 'N', 'T')]",[]
india debates,ANTTPTS,,"[('A', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'P'), ('T', 'P', 'T'), ('P', 'T', 'S')]",[]
india one day,ANTNT,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T')]",[]
indian literary supplement,ANTNLTRRSPLMNT,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'L'), ('N', 'L', 'T'), ('L', 'T', 'R'), ('T', 'R', 'R'), ('R', 'R', 'S'), ('R', 'S', 'P'), ('S', 'P', 'L'), ('P', 'L', 'M'), ('L', 'M', 'N'), ('M', 'N', 'T')]",[]
indian journal of library and information science,ANTNJRNLFLPRRNTNFRMXNSNS,,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'L'), ('F', 'L', 'P'), ('L', 'P', 'R'), ('P', 'R', 'R'), ('R', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'F'), ('N', 'F', 'R'), ('F', 'R', 'M'), ('R', 'M', 'X'), ('M', 'X', 'N'), ('X', 'N', 'S'), ('N', 'S', 'N'), ('S', 'N', 'S')]",[]
indian journal of geriatric care,ANTNJRNLFKRTRKR,ANTNJRNLFJRTRKR,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'K'), ('F', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'R')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'J'), ('F', 'J', 'R'), ('J', 'R', 'T'), ('R', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'R')]"
rfp indian journal of medical psychiatry,RFPNTNJRNLFMTKLPSKTR,,"[('R', 'F', 'P'), ('F', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'F'), ('L', 'F', 'M'), ('F', 'M', 'T'), ('M', 'T', 'K'), ('T', 'K', 'L'), ('K', 'L', 'P'), ('L', 'P', 'S'), ('P', 'S', 'K'), ('S', 'K', 'T'), ('K', 'T', 'R')]",[]
india today buyer's guide to homes in kolkata,ANTTTPRRSKTTMSNKLKT,,"[('A', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'T'), ('T', 'T', 'P'), ('T', 'P', 'R'), ('P', 'R', 'R'), ('R', 'R', 'S'), ('R', 'S', 'K'), ('S', 'K', 'T'), ('K', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S'), ('M', 'S', 'N'), ('S', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'K'), ('L', 'K', 'T')]",[]
indian hernia society newsletter,ANTNRNSSTNSLTR,ANTNRNSXTNSLTR,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'R'), ('N', 'R', 'N'), ('R', 'N', 'S'), ('N', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'N'), ('T', 'N', 'S'), ('N', 'S', 'L'), ('S', 'L', 'T'), ('L', 'T', 'R')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'R'), ('N', 'R', 'N'), ('R', 'N', 'S'), ('N', 'S', 'X'), ('S', 'X', 'T'), ('X', 'T', 'N'), ('T', 'N', 'S'), ('N', 'S', 'L'), ('S', 'L', 'T'), ('L', 'T', 'R')]"
indian historical review,ANTNSTRKLRF,ANTNSTRKLRFF,"[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'S'), ('N', 'S', 'T'), ('S', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'L'), ('K', 'L', 'R'), ('L', 'R', 'F')]","[('A', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'S'), ('N', 'S', 'T'), ('S', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'L'), ('K', 'L', 'R'), ('L', 'R', 'F'), ('R', 'F', 'F')]"
